Iteration, eigenvalue, x_factor, lambda_factor, norm_x_change, gradient_lambda
329401, 0.5683357, -0.1945757, 0.7629114, 0.0000501, 0.8407465
329501, 0.5770760, -0.1946789, 0.7717549, 0.0000502, 0.8412172
329601, 0.5858161, -0.1947769, 0.7805930, 0.0000503, 0.8416720
329701, 0.5945555, -0.1948689, 0.7894245, 0.0000503, 0.8421101
329801, 0.6032938, -0.1949544, 0.7982481, 0.0000504, 0.8425310
329901, 0.6120301, -0.1950337, 0.8070638, 0.0000505, 0.8429348
330001, 0.6207638, -0.1951078, 0.8158716, 0.0000506, 0.8433224
330101, 0.6294941, -0.1951770, 0.8246711, 0.0000507, 0.8436937
330201, 0.6382205, -0.1952413, 0.8334617, 0.0000509, 0.8440486
330301, 0.6469422, -0.1953005, 0.8422427, 0.0000510, 0.8443868
330401, 0.6556587, -0.1953546, 0.8510132, 0.0000510, 0.8447082
330501, 0.6643694, -0.1954033, 0.8597727, 0.0000512, 0.8450125
330601, 0.6730735, -0.1954469, 0.8685204, 0.0000513, 0.8452996
330701, 0.6817704, -0.1954850, 0.8772554, 0.0000514, 0.8455691
330801, 0.6904596, -0.1955175, 0.8859772, 0.0000515, 0.8458209
330901, 0.6991402, -0.1955445, 0.8946846, 0.0000516, 0.8460546
331001, 0.7078115, -0.1955657, 0.9033772, 0.0000518, 0.8462702
331101, 0.7164729, -0.1955811, 0.9120539, 0.0000519, 0.8464672
331201, 0.7251235, -0.1955906, 0.9207141, 0.0000520, 0.8466455
331301, 0.7337627, -0.1955940, 0.9293567, 0.0000521, 0.8468047
331401, 0.7423896, -0.1955914, 0.9379809, 0.0000523, 0.8469446
331501, 0.7510035, -0.1955825, 0.9465859, 0.0000524, 0.8470649
331601, 0.7596035, -0.1955672, 0.9551707, 0.0000526, 0.8471653
331701, 0.7681888, -0.1955455, 0.9637343, 0.0000527, 0.8472455
331801, 0.7767586, -0.1955172, 0.9722757, 0.0000529, 0.8473052
331901, 0.7853119, -0.1954822, 0.9807942, 0.0000530, 0.8473442
332001, 0.7938481, -0.1954405, 0.9892886, 0.0000532, 0.8473620
332101, 0.8023659, -0.1953919, 0.9977577, 0.0000534, 0.8473583
332201, 0.8108645, -0.1953361, 1.0062006, 0.0000536, 0.8473327
332301, 0.8193430, -0.1952732, 1.0146162, 0.0000537, 0.8472849
332401, 0.8278003, -0.1952030, 1.0230033, 0.0000539, 0.8472144
332501, 0.8362355, -0.1951254, 1.0313608, 0.0000541, 0.8471211
332601, 0.8446472, -0.1950401, 1.0396873, 0.0000543, 0.8470041
332701, 0.8530348, -0.1949471, 1.0479819, 0.0000545, 0.8468634
332801, 0.8613968, -0.1948462, 1.0562430, 0.0000547, 0.8466983
332901, 0.8697322, -0.1947373, 1.0644696, 0.0000549, 0.8465085
333001, 0.8780397, -0.1946202, 1.0726599, 0.0000552, 0.8462934
333101, 0.8863183, -0.1944947, 1.0808130, 0.0000553, 0.8460526
333201, 0.8945662, -0.1943605, 1.0889268, 0.0000556, 0.8457852
333301, 0.9027827, -0.1942178, 1.0970005, 0.0000558, 0.8454913
333401, 0.9109660, -0.1940660, 1.1050320, 0.0000561, 0.8451698
333501, 0.9191149, -0.1939052, 1.1130201, 0.0000564, 0.8448204
333601, 0.9272277, -0.1937349, 1.1209625, 0.0000566, 0.8444421
333701, 0.9353030, -0.1935550, 1.1288580, 0.0000569, 0.8440345
333801, 0.9433392, -0.1933654, 1.1367046, 0.0000572, 0.8435969
333901, 0.9513346, -0.1931657, 1.1445004, 0.0000575, 0.8431285
334001, 0.9592877, -0.1929557, 1.1522434, 0.0000578, 0.8426286
334101, 0.9671964, -0.1927350, 1.1599314, 0.0000581, 0.8420962
334201, 0.9750589, -0.1925035, 1.1675624, 0.0000584, 0.8415307
334301, 0.9828732, -0.1922610, 1.1751342, 0.0000588, 0.8409311
334401, 0.9906371, -0.1920070, 1.1826442, 0.0000591, 0.8402963
334501, 0.9983491, -0.1917416, 1.1900907, 0.0000595, 0.8396259
334601, 1.0060064, -0.1914642, 1.1974706, 0.0000599, 0.8389185
334701, 1.0136064, -0.1911743, 1.2047808, 0.0000603, 0.8381727
334801, 1.0211475, -0.1908720, 1.2120196, 0.0000607, 0.8373882
334901, 1.0286264, -0.1905566, 1.2191830, 0.0000611, 0.8365629
335001, 1.0360405, -0.1902277, 1.2262682, 0.0000616, 0.8356959
335101, 1.0433876, -0.1898851, 1.2332727, 0.0000621, 0.8347861
335201, 1.0506635, -0.1895280, 1.2401916, 0.0000626, 0.8338314
335301, 1.0578657, -0.1891562, 1.2470220, 0.0000631, 0.8328306
335401, 1.0649906, -0.1887690, 1.2537596, 0.0000637, 0.8317818
335501, 1.0720349, -0.1883661, 1.2604010, 0.0000642, 0.8306837
335601, 1.0789944, -0.1879466, 1.2669410, 0.0000648, 0.8295340
335701, 1.0858650, -0.1875102, 1.2733752, 0.0000654, 0.8283307
335801, 1.0926427, -0.1870560, 1.2796988, 0.0000661, 0.8270717
335901, 1.0993223, -0.1865834, 1.2859056, 0.0000668, 0.8257544
336001, 1.1058995, -0.1860916, 1.2919911, 0.0000675, 0.8243767
336101, 1.1123682, -0.1855798, 1.2979481, 0.0000683, 0.8229354
336201, 1.1187227, -0.1850470, 1.3037696, 0.0000691, 0.8214274
336301, 1.1249576, -0.1844925, 1.3094501, 0.0000699, 0.8198502
336401, 1.1310652, -0.1839150, 1.3149802, 0.0000709, 0.8181996
336501, 1.1370387, -0.1833136, 1.3203522, 0.0000719, 0.8164721
336601, 1.1428693, -0.1826866, 1.3255559, 0.0000730, 0.8146628
336701, 1.1485495, -0.1820332, 1.3305827, 0.0000740, 0.8127681
336801, 1.1540687, -0.1813516, 1.3354204, 0.0000753, 0.8107820
336901, 1.1594168, -0.1806402, 1.3400569, 0.0000766, 0.8086991
337001, 1.1645820, -0.1798971, 1.3444791, 0.0000780, 0.8065132
337101, 1.1695513, -0.1791204, 1.3486718, 0.0000795, 0.8042170
337201, 1.1743101, -0.1783078, 1.3526179, 0.0000812, 0.8018027
337301, 1.1788416, -0.1774565, 1.3562981, 0.0000830, 0.7992608
337401, 1.1831285, -0.1765639, 1.3596925, 0.0000849, 0.7965819
337501, 1.1871491, -0.1756266, 1.3627757, 0.0000871, 0.7937538
337601, 1.1908810, -0.1746412, 1.3655221, 0.0000895, 0.7907644
337701, 1.1942943, -0.1736027, 1.3678970, 0.0000921, 0.7875964
337801, 1.1973612, -0.1725072, 1.3698683, 0.0000950, 0.7842347
337901, 1.2000438, -0.1713488, 1.3713926, 0.0000983, 0.7806581
338001, 1.2023037, -0.1701220, 1.3724258, 0.0001019, 0.7768451
338101, 1.2040955, -0.1688204, 1.3729159, 0.0001059, 0.7727708
338201, 1.2053726, -0.1674381, 1.3728107, 0.0001102, 0.7684104
338301, 1.2060866, -0.1659696, 1.3720562, 0.0001148, 0.7637387
338401, 1.2061976, -0.1644124, 1.3706101, 0.0001195, 0.7587375
338501, 1.2056851, -0.1627693, 1.3684544, 0.0001240, 0.7534021
338601, 1.2045561, -0.1610492, 1.3656053, 0.0001278, 0.7477467
338701, 1.2028530, -0.1592683, 1.3621213, 0.0001307, 0.7418080
338801, 1.2006386, -0.1574460, 1.3580846, 0.0001325, 0.7356351
338901, 1.1979772, -0.1556002, 1.3535774, 0.0001335, 0.7292756
339001, 1.1949159, -0.1537435, 1.3486594, 0.0001341, 0.7227645
339101, 1.1914820, -0.1518832, 1.3433652, 0.0001344, 0.7161227
339201, 1.1876839, -0.1500227, 1.3377066, 0.0001346, 0.7093584
339301, 1.1835223, -0.1481633, 1.3316856, 0.0001349, 0.7024746
339401, 1.1789910, -0.1463050, 1.3252960, 0.0001353, 0.6954701
339501, 1.1740824, -0.1444477, 1.3185300, 0.0001358, 0.6883424
339601, 1.1687893, -0.1425911, 1.3113803, 0.0001363, 0.6810897
339701, 1.1631034, -0.1407352, 1.3038385, 0.0001369, 0.6737097
339801, 1.1570212, -0.1388804, 1.2959016, 0.0001374, 0.6662026
339901, 1.1505380, -0.1370272, 1.2875652, 0.0001380, 0.6585682
340001, 1.1436520, -0.1351765, 1.2788285, 0.0001387, 0.6508080
340101, 1.1363616, -0.1333292, 1.2696907, 0.0001392, 0.6429235
340201, 1.1286678, -0.1314863, 1.2601541, 0.0001398, 0.6349175
340301, 1.1205717, -0.1296492, 1.2502209, 0.0001403, 0.6267932
340401, 1.1120762, -0.1278192, 1.2398954, 0.0001409, 0.6185542
340501, 1.1031854, -0.1259977, 1.2291831, 0.0001413, 0.6102050
340601, 1.0939037, -0.1241862, 1.2180899, 0.0001417, 0.6017501
340701, 1.0842364, -0.1223861, 1.2066224, 0.0001420, 0.5931942
340801, 1.0741901, -0.1205988, 1.1947889, 0.0001423, 0.5845429
340901, 1.0637714, -0.1188259, 1.1825973, 0.0001426, 0.5758013
341001, 1.0529894, -0.1170689, 1.1700584, 0.0001427, 0.5669758
341101, 1.0418520, -0.1153292, 1.1571811, 0.0001428, 0.5580721
341201, 1.0303672, -0.1136080, 1.1439753, 0.0001429, 0.5490958
341301, 1.0185460, -0.1119069, 1.1304529, 0.0001429, 0.5400537
341401, 1.0063969, -0.1102271, 1.1166240, 0.0001428, 0.5309514
341501, 0.9939316, -0.1085698, 1.1025014, 0.0001426, 0.5217958
341601, 0.9811604, -0.1069363, 1.0880967, 0.0001424, 0.5125930
341701, 0.9680946, -0.1053276, 1.0734221, 0.0001421, 0.5033495
341801, 0.9547449, -0.1037447, 1.0584896, 0.0001417, 0.4940713
341901, 0.9411239, -0.1021887, 1.0433126, 0.0001413, 0.4847651
342001, 0.9272426, -0.1006604, 1.0279031, 0.0001408, 0.4754367
342101, 0.9131135, -0.0991608, 1.0122743, 0.0001402, 0.4660926
342201, 0.8987487, -0.0976904, 0.9964391, 0.0001396, 0.4567388
342301, 0.8841598, -0.0962501, 0.9804098, 0.0001389, 0.4473809
342401, 0.8693597, -0.0948403, 0.9642001, 0.0001382, 0.4380252
342501, 0.8543607, -0.0934618, 0.9478225, 0.0001374, 0.4286774
342601, 0.8391753, -0.0921148, 0.9312901, 0.0001365, 0.4193432
342701, 0.8238157, -0.0907999, 0.9146155, 0.0001356, 0.4100279
342801, 0.8082952, -0.0895173, 0.8978125, 0.0001346, 0.4007375
342901, 0.7926251, -0.0882673, 0.8808925, 0.0001337, 0.3914766
343001, 0.7768180, -0.0870502, 0.8638682, 0.0001325, 0.3822505
343101, 0.7608858, -0.0858660, 0.8467518, 0.0001314, 0.3730641
343201, 0.7448412, -0.0847148, 0.8295560, 0.0001303, 0.3639223
343301, 0.7286955, -0.0835966, 0.8122922, 0.0001291, 0.3548295
343401, 0.7124607, -0.0825115, 0.7949722, 0.0001278, 0.3457903
343501, 0.6961481, -0.0814593, 0.7776074, 0.0001265, 0.3368087
343601, 0.6797699, -0.0804399, 0.7602098, 0.0001252, 0.3278892
343701, 0.6633368, -0.0794531, 0.7427899, 0.0001238, 0.3190355
343801, 0.6468577, -0.0784986, 0.7253563, 0.0001224, 0.3102505
343901, 0.6303453, -0.0775763, 0.7079216, 0.0001209, 0.3015386
344001, 0.6138087, -0.0766857, 0.6904944, 0.0001194, 0.2929024
344101, 0.5972579, -0.0758266, 0.6730844, 0.0001179, 0.2843452
344201, 0.5807019, -0.0749985, 0.6557004, 0.0001164, 0.2758696
344301, 0.5641501, -0.0742010, 0.6383511, 0.0001149, 0.2674782
344401, 0.5476112, -0.0734337, 0.6210449, 0.0001133, 0.2591734
344501, 0.5310936, -0.0726961, 0.6037897, 0.0001117, 0.2509576
344601, 0.5146052, -0.0719877, 0.5865929, 0.0001100, 0.2428325
344701, 0.4981527, -0.0713080, 0.5694607, 0.0001084, 0.2347997
344801, 0.4817439, -0.0706565, 0.5524003, 0.0001068, 0.2268609
344901, 0.4653858, -0.0700326, 0.5354184, 0.0001051, 0.2190177
345001, 0.4490842, -0.0694357, 0.5185199, 0.0001035, 0.2112710
345101, 0.4328453, -0.0688653, 0.5017106, 0.0001019, 0.2036220
345201, 0.4166747, -0.0683207, 0.4849954, 0.0001002, 0.1960714
345301, 0.4005774, -0.0678015, 0.4683788, 0.0000985, 0.1886198
345401, 0.3845576, -0.0673069, 0.4518645, 0.0000969, 0.1812676
345501, 0.3686206, -0.0668364, 0.4354570, 0.0000952, 0.1740153
345601, 0.3527704, -0.0663893, 0.4191598, 0.0000935, 0.1668632
345701, 0.3370102, -0.0659651, 0.4029753, 0.0000919, 0.1598110
345801, 0.3213433, -0.0655632, 0.3869065, 0.0000903, 0.1528587
345901, 0.3057736, -0.0651828, 0.3709564, 0.0000887, 0.1460064
346001, 0.2903030, -0.0648235, 0.3551266, 0.0000871, 0.1392534
346101, 0.2749341, -0.0644847, 0.3394188, 0.0000855, 0.1325993
346201, 0.2596698, -0.0641656, 0.3238354, 0.0000840, 0.1260438
346301, 0.2445112, -0.0638659, 0.3083771, 0.0000824, 0.1195861
346401, 0.2294604, -0.0635847, 0.2930451, 0.0000809, 0.1132255
346501, 0.2145183, -0.0633217, 0.2778399, 0.0000794, 0.1069610
346601, 0.1996867, -0.0630762, 0.2627628, 0.0000780, 0.1007921
346701, 0.1849664, -0.0628476, 0.2478140, 0.0000765, 0.0947177
346801, 0.1703581, -0.0626355, 0.2329936, 0.0000751, 0.0887367
346901, 0.1558623, -0.0624392, 0.2183015, 0.0000737, 0.0828480
347001, 0.1414798, -0.0622583, 0.2037380, 0.0000723, 0.0770507
347101, 0.1272104, -0.0620921, 0.1893026, 0.0000710, 0.0713435
347201, 0.1130551, -0.0619404, 0.1749954, 0.0000697, 0.0657255
347301, 0.0990134, -0.0618024, 0.1608159, 0.0000684, 0.0601952
347401, 0.0850855, -0.0616778, 0.1467632, 0.0000671, 0.0547515
347501, 0.0712714, -0.0615660, 0.1328374, 0.0000659, 0.0493932
347601, 0.0575709, -0.0614667, 0.1190376, 0.0000647, 0.0441190
347701, 0.0439839, -0.0613793, 0.1053632, 0.0000635, 0.0389276
347801, 0.0305106, -0.0613035, 0.0918141, 0.0000624, 0.0338179
347901, 0.0171509, -0.0612388, 0.0783897, 0.0000613, 0.0287886
348001, 0.0039053, -0.0611849, 0.0650902, 0.0000602, 0.0238384
348101, -0.0092259, -0.0611413, 0.0519154, 0.0000591, 0.0189662
348201, -0.0222410, -0.0611078, 0.0388668, 0.0000580, 0.0141707
348301, -0.0351374, -0.0610841, 0.0259468, 0.0000570, 0.0094510
348401, -0.0479087, -0.0610702, 0.0131615, 0.0000559, 0.0048062
348501, -0.0605383, -0.0610664, 0.0005281, 0.0000548, 0.0002361
348601, -0.0729701, -0.0610745, -0.0118956, 0.0000535, 0.0042579
348701, -0.0850958, -0.0610971, -0.0239986, 0.0000524, 0.0086734
348801, -0.0969074, -0.0611312, -0.0357761, 0.0000516, 0.0130148
348901, -0.1084409, -0.0611735, -0.0472674, 0.0000508, 0.0172895
349001, -0.1197143, -0.0612230, -0.0584913, 0.0000501, 0.0215010
349101, -0.1307372, -0.0612792, -0.0694580, 0.0000495, 0.0256512
349201, -0.1415166, -0.0613420, -0.0801746, 0.0000489, 0.0297415
349301, -0.1520582, -0.0614111, -0.0906471, 0.0000482, 0.0337731
349401, -0.1623674, -0.0614864, -0.1008810, 0.0000477, 0.0377469
349501, -0.1724491, -0.0615675, -0.1108816, 0.0000471, 0.0416641
349601, -0.1823082, -0.0616542, -0.1206540, 0.0000465, 0.0455258
349701, -0.1919494, -0.0617463, -0.1302031, 0.0000460, 0.0493330
349801, -0.2013772, -0.0618436, -0.1395336, 0.0000455, 0.0530868
349901, -0.2105962, -0.0619460, -0.1486503, 0.0000450, 0.0567883
350001, -0.2196106, -0.0620531, -0.1575576, 0.0000446, 0.0604384
350101, -0.2284246, -0.0621648, -0.1662599, 0.0000441, 0.0640383
350201, -0.2370421, -0.0622808, -0.1747613, 0.0000437, 0.0675889
350301, -0.2454672, -0.0624010, -0.1830662, 0.0000433, 0.0710911
350401, -0.2537038, -0.0625253, -0.1911786, 0.0000429, 0.0745460
350501, -0.2617557, -0.0626533, -0.1991024, 0.0000425, 0.0779545
350601, -0.2696263, -0.0627850, -0.2068412, 0.0000421, 0.0813174
350701, -0.2773195, -0.0629202, -0.2143993, 0.0000417, 0.0846358
350801, -0.2848385, -0.0630587, -0.2217798, 0.0000414, 0.0879103
350901, -0.2921874, -0.0632005, -0.2289869, 0.0000411, 0.0911423
351001, -0.2993688, -0.0633452, -0.2360236, 0.0000408, 0.0943321
351101, -0.3063862, -0.0634929, -0.2428934, 0.0000405, 0.0974808
351201, -0.3132424, -0.0636432, -0.2495992, 0.0000402, 0.1005890
351301, -0.3199413, -0.0637963, -0.2561450, 0.0000399, 0.1036578
351401, -0.3264852, -0.0639518, -0.2625334, 0.0000397, 0.1066877
351501, -0.3328772, -0.0641096, -0.2687675, 0.0000394, 0.1096795
351601, -0.3391204, -0.0642698, -0.2748507, 0.0000392, 0.1126342
351701, -0.3452177, -0.0644321, -0.2807857, 0.0000389, 0.1155523
351801, -0.3511714, -0.0645964, -0.2865750, 0.0000387, 0.1184344
351901, -0.3569847, -0.0647627, -0.2922220, 0.0000385, 0.1212815
352001, -0.3626598, -0.0649308, -0.2977290, 0.0000383, 0.1240941
352101, -0.3681996, -0.0651006, -0.3030990, 0.0000381, 0.1268730
352201, -0.3736062, -0.0652721, -0.3083341, 0.0000379, 0.1296187
352301, -0.3788825, -0.0654452, -0.3134374, 0.0000377, 0.1323319
352401, -0.3840304, -0.0656197, -0.3184107, 0.0000375, 0.1350131
352501, -0.3890522, -0.0657955, -0.3232567, 0.0000374, 0.1376630
352601, -0.3939511, -0.0659728, -0.3279783, 0.0000372, 0.1402825
352701, -0.3987286, -0.0661513, -0.3325773, 0.0000370, 0.1428718
352801, -0.4033871, -0.0663310, -0.3370562, 0.0000368, 0.1454317
352901, -0.4079286, -0.0665117, -0.3414169, 0.0000367, 0.1479626
353001, -0.4123554, -0.0666936, -0.3456619, 0.0000366, 0.1504652
353101, -0.4166691, -0.0668763, -0.3497928, 0.0000364, 0.1529399
353201, -0.4208719, -0.0670600, -0.3538119, 0.0000363, 0.1553872
353301, -0.4249663, -0.0672446, -0.3577216, 0.0000362, 0.1578079
353401, -0.4289536, -0.0674300, -0.3615236, 0.0000360, 0.1602023
353501, -0.4328359, -0.0676162, -0.3652198, 0.0000359, 0.1625711
353601, -0.4366148, -0.0678030, -0.3688118, 0.0000357, 0.1649144
353701, -0.4402923, -0.0679905, -0.3723018, 0.0000357, 0.1672330
353801, -0.4438700, -0.0681786, -0.3756914, 0.0000356, 0.1695272
353901, -0.4473502, -0.0683673, -0.3789828, 0.0000354, 0.1717977
354001, -0.4507335, -0.0685565, -0.3821770, 0.0000353, 0.1740446
354101, -0.4540226, -0.0687463, -0.3852764, 0.0000352, 0.1762688
354201, -0.4572188, -0.0689364, -0.3882824, 0.0000351, 0.1784705
354301, -0.4603237, -0.0691271, -0.3911966, 0.0000351, 0.1806501
354401, -0.4633383, -0.0693180, -0.3940203, 0.0000350, 0.1828080
354501, -0.4662647, -0.0695094, -0.3967554, 0.0000349, 0.1849447
354601, -0.4691040, -0.0697010, -0.3994030, 0.0000348, 0.1870604
354701, -0.4718583, -0.0698930, -0.4019654, 0.0000348, 0.1891560
354801, -0.4745283, -0.0700852, -0.4044431, 0.0000347, 0.1912314
354901, -0.4771154, -0.0702776, -0.4068378, 0.0000346, 0.1932870
355001, -0.4796218, -0.0704703, -0.4091515, 0.0000345, 0.1953236
355101, -0.4820481, -0.0706632, -0.4113849, 0.0000345, 0.1973412
355201, -0.4843959, -0.0708562, -0.4135397, 0.0000344, 0.1993404
355301, -0.4866666, -0.0710494, -0.4156172, 0.0000344, 0.2013215
355401, -0.4888613, -0.0712428, -0.4176185, 0.0000343, 0.2032847
355501, -0.4909810, -0.0714362, -0.4195448, 0.0000342, 0.2052306
355601, -0.4930274, -0.0716298, -0.4213976, 0.0000342, 0.2071594
355701, -0.4950007, -0.0718234, -0.4231773, 0.0000340, 0.2090711
355801, -0.4969030, -0.0720171, -0.4248860, 0.0000341, 0.2109666
355901, -0.4987355, -0.0722108, -0.4265247, 0.0000341, 0.2128460
356001, -0.5004989, -0.0724046, -0.4280943, 0.0000339, 0.2147097
356101, -0.5021942, -0.0725984, -0.4295958, 0.0000339, 0.2165578
356201, -0.5038224, -0.0727922, -0.4310302, 0.0000339, 0.2183906
356301, -0.5053855, -0.0729861, -0.4323995, 0.0000339, 0.2202090
356401, -0.5068838, -0.0731799, -0.4337039, 0.0000338, 0.2220127
356501, -0.5083181, -0.0733737, -0.4349444, 0.0000337, 0.2238021
356601, -0.5096901, -0.0735675, -0.4361225, 0.0000337, 0.2255777
356701, -0.5109999, -0.0737613, -0.4372386, 0.0000337, 0.2273396
356801, -0.5122494, -0.0739551, -0.4382943, 0.0000337, 0.2290883
356901, -0.5134391, -0.0741489, -0.4392903, 0.0000337, 0.2308240
357001, -0.5145694, -0.0743425, -0.4402269, 0.0000337, 0.2325467
357101, -0.5156418, -0.0745362, -0.4411056, 0.0000336, 0.2342569
357201, -0.5166575, -0.0747298, -0.4419277, 0.0000336, 0.2359551
357301, -0.5176166, -0.0749234, -0.4426932, 0.0000336, 0.2376412
357401, -0.5185204, -0.0751169, -0.4434035, 0.0000336, 0.2393157
357501, -0.5193696, -0.0753104, -0.4440593, 0.0000336, 0.2409788
357601, -0.5201658, -0.0755039, -0.4446619, 0.0000336, 0.2426310
357701, -0.5209085, -0.0756973, -0.4452112, 0.0000336, 0.2442721
357801, -0.5215992, -0.0758906, -0.4457086, 0.0000336, 0.2459026
357901, -0.5222388, -0.0760840, -0.4461548, 0.0000336, 0.2475228
358001, -0.5228275, -0.0762773, -0.4465503, 0.0000336, 0.2491328
358101, -0.5233673, -0.0764706, -0.4468967, 0.0000336, 0.2507334
358201, -0.5238576, -0.0766638, -0.4471938, 0.0000336, 0.2523242
358301, -0.5242998, -0.0768571, -0.4474427, 0.0000336, 0.2539057
358401, -0.5246946, -0.0770503, -0.4476442, 0.0000337, 0.2554782
358501, -0.5250424, -0.0772436, -0.4477989, 0.0000336, 0.2570418
358601, -0.5253445, -0.0774368, -0.4479077, 0.0000336, 0.2585971
358701, -0.5256011, -0.0776301, -0.4479710, 0.0000337, 0.2601439
358801, -0.5258127, -0.0778234, -0.4479893, 0.0000336, 0.2616826
358901, -0.5259807, -0.0780167, -0.4479640, 0.0000337, 0.2632137
359001, -0.5261055, -0.0782102, -0.4478953, 0.0000337, 0.2647373
359101, -0.5261874, -0.0784036, -0.4477838, 0.0000338, 0.2662535
359201, -0.5262272, -0.0785971, -0.4476301, 0.0000339, 0.2677626
359301, -0.5262256, -0.0787907, -0.4474349, 0.0000338, 0.2692650
359401, -0.5261835, -0.0789845, -0.4471990, 0.0000339, 0.2707609
359501, -0.5261012, -0.0791783, -0.4469229, 0.0000339, 0.2722505
359601, -0.5259792, -0.0793722, -0.4466069, 0.0000340, 0.2737339
359701, -0.5258182, -0.0795663, -0.4462519, 0.0000340, 0.2752116
359801, -0.5256185, -0.0797605, -0.4458579, 0.0000341, 0.2766835
359901, -0.5253814, -0.0799550, -0.4454264, 0.0000341, 0.2781503
360001, -0.5251069, -0.0801496, -0.4449573, 0.0000342, 0.2796119
360101, -0.5247960, -0.0803444, -0.4444515, 0.0000343, 0.2810689
360201, -0.5244491, -0.0805395, -0.4439096, 0.0000343, 0.2825213
360301, -0.5240663, -0.0807348, -0.4433314, 0.0000344, 0.2839692
360401, -0.5236489, -0.0809305, -0.4427185, 0.0000345, 0.2854133
360501, -0.5231963, -0.0811263, -0.4420701, 0.0000346, 0.2868532
360601, -0.5227104, -0.0813225, -0.4413879, 0.0000347, 0.2882899
360701, -0.5221906, -0.0815190, -0.4406716, 0.0000347, 0.2897231
360801, -0.5216377, -0.0817158, -0.4399219, 0.0000348, 0.2911531
360901, -0.5210525, -0.0819131, -0.4391394, 0.0000349, 0.2925804
361001, -0.5204352, -0.0821107, -0.4383245, 0.0000350, 0.2940051
361101, -0.5197867, -0.0823088, -0.4374779, 0.0000351, 0.2954276
361201, -0.5191069, -0.0825073, -0.4365996, 0.0000352, 0.2968480
361301, -0.5183965, -0.0827063, -0.4356902, 0.0000353, 0.2982665
361401, -0.5176560, -0.0829058, -0.4347502, 0.0000355, 0.2996836
361501, -0.5168859, -0.0831058, -0.4337801, 0.0000356, 0.3010994
361601, -0.5160864, -0.0833063, -0.4327800, 0.0000357, 0.3025141
361701, -0.5152579, -0.0835075, -0.4317505, 0.0000358, 0.3039280
361801, -0.5144014, -0.0837092, -0.4306921, 0.0000360, 0.3053416
361901, -0.5135168, -0.0839116, -0.4296052, 0.0000361, 0.3067550
362001, -0.5126049, -0.0841147, -0.4284902, 0.0000362, 0.3081686
362101, -0.5116656, -0.0843185, -0.4273471, 0.0000363, 0.3095824
362201, -0.5106997, -0.0845230, -0.4261767, 0.0000365, 0.3109968
362301, -0.5097077, -0.0847283, -0.4249794, 0.0000367, 0.3124124
362401, -0.5086892, -0.0849343, -0.4237549, 0.0000368, 0.3138288
362501, -0.5076453, -0.0851412, -0.4225041, 0.0000370, 0.3152468
362601, -0.5065762, -0.0853490, -0.4212272, 0.0000372, 0.3166666
362701, -0.5054827, -0.0855577, -0.4199250, 0.0000374, 0.3180887
