Iteration, eigenvalue, x_factor, lambda_factor, norm_x_change, gradient_lambda
172901, 1.1801867, -0.1466225, 1.3268092, 0.0001356, 0.6992255
173001, 1.1755301, -0.1447699, 1.3203000, 0.0001359, 0.6921822
173101, 1.1704922, -0.1429183, 1.3134104, 0.0001364, 0.6850142
173201, 1.1650653, -0.1410675, 1.3061328, 0.0001370, 0.6777196
173301, 1.1592438, -0.1392177, 1.2984615, 0.0001376, 0.6702972
173401, 1.1530213, -0.1373692, 1.2903905, 0.0001381, 0.6627461
173501, 1.1463967, -0.1355228, 1.2819195, 0.0001387, 0.6550680
173601, 1.1393669, -0.1336793, 1.2730463, 0.0001393, 0.6472636
173701, 1.1319321, -0.1318397, 1.2637718, 0.0001399, 0.6393353
173801, 1.1240921, -0.1300053, 1.2540974, 0.0001405, 0.6312857
173901, 1.1158497, -0.1281771, 1.2440269, 0.0001410, 0.6231183
174001, 1.1072083, -0.1263568, 1.2335651, 0.0001415, 0.6148375
174101, 1.0981722, -0.1245457, 1.2227178, 0.0001419, 0.6064475
174201, 1.0887447, -0.1227451, 1.2114898, 0.0001423, 0.5979524
174301, 1.0789340, -0.1209567, 1.1998907, 0.0001426, 0.5893583
174401, 1.0687459, -0.1191819, 1.1879278, 0.0001429, 0.5806703
174501, 1.0581873, -0.1174222, 1.1756094, 0.0001431, 0.5718937
174601, 1.0472669, -0.1156789, 1.1629458, 0.0001432, 0.5630347
174701, 1.0359933, -0.1139536, 1.1499469, 0.0001433, 0.5540993
174801, 1.0243758, -0.1122476, 1.1366234, 0.0001433, 0.5450935
174901, 1.0124242, -0.1105623, 1.1229864, 0.0001433, 0.5360238
175001, 1.0001487, -0.1088988, 1.1090474, 0.0001431, 0.5268962
175101, 0.9875599, -0.1072584, 1.0948183, 0.0001429, 0.5177174
175201, 0.9746692, -0.1056423, 1.0803115, 0.0001426, 0.5084937
175301, 0.9614873, -0.1040516, 1.0655388, 0.0001423, 0.4992313
175401, 0.9480262, -0.1024872, 1.0505134, 0.0001419, 0.4899368
175501, 0.9342978, -0.1009502, 1.0352480, 0.0001415, 0.4806166
175601, 0.9203135, -0.0994413, 1.0197548, 0.0001409, 0.4712765
175701, 0.9060859, -0.0979613, 1.0040472, 0.0001404, 0.4619230
175801, 0.8916270, -0.0965111, 0.9881380, 0.0001397, 0.4525621
175901, 0.8769491, -0.0950912, 0.9720402, 0.0001390, 0.4431998
176001, 0.8620650, -0.0937021, 0.9557672, 0.0001382, 0.4338419
176101, 0.8469877, -0.0923445, 0.9393322, 0.0001374, 0.4244946
176201, 0.8317283, -0.0910188, 0.9227471, 0.0001365, 0.4151630
176301, 0.8163004, -0.0897252, 0.9060256, 0.0001355, 0.4058529
176401, 0.8007159, -0.0884642, 0.8891801, 0.0001346, 0.3965694
176501, 0.7849878, -0.0872358, 0.8722236, 0.0001334, 0.3873182
176601, 0.7691285, -0.0860405, 0.8551689, 0.0001324, 0.3781042
176701, 0.7531490, -0.0848780, 0.8380271, 0.0001312, 0.3689320
176801, 0.7370626, -0.0837487, 0.8208113, 0.0001300, 0.3598066
176901, 0.7208801, -0.0826524, 0.8035325, 0.0001288, 0.3507322
177001, 0.7046143, -0.0815890, 0.7862034, 0.0001275, 0.3417136
177101, 0.6882757, -0.0805586, 0.7688342, 0.0001261, 0.3327545
177201, 0.6718761, -0.0795608, 0.7514369, 0.0001248, 0.3238594
177301, 0.6554261, -0.0785955, 0.7340216, 0.0001234, 0.3150316
177401, 0.6389366, -0.0776625, 0.7165991, 0.0001219, 0.3062749
177501, 0.6224181, -0.0767614, 0.6991794, 0.0001204, 0.2975927
177601, 0.6058803, -0.0758919, 0.6817722, 0.0001190, 0.2889880
177701, 0.5893327, -0.0750536, 0.6643864, 0.0001174, 0.2804637
177801, 0.5727846, -0.0742462, 0.6470308, 0.0001159, 0.2720224
177901, 0.5562447, -0.0734691, 0.6297138, 0.0001143, 0.2636667
178001, 0.5397221, -0.0727220, 0.6124441, 0.0001127, 0.2553989
178101, 0.5232244, -0.0720043, 0.5952287, 0.0001111, 0.2472210
178201, 0.5067594, -0.0713155, 0.5780749, 0.0001094, 0.2391349
178301, 0.4903345, -0.0706552, 0.5609896, 0.0001078, 0.2311422
178401, 0.4739570, -0.0700227, 0.5439796, 0.0001061, 0.2232446
178501, 0.4576325, -0.0694174, 0.5270500, 0.0001045, 0.2154430
178601, 0.4413683, -0.0688389, 0.5102072, 0.0001028, 0.2077388
178701, 0.4251691, -0.0682865, 0.4934557, 0.0001011, 0.2001326
178801, 0.4090408, -0.0677597, 0.4768005, 0.0000995, 0.1926255
178901, 0.3929888, -0.0672578, 0.4602466, 0.0000978, 0.1852179
179001, 0.3770168, -0.0667802, 0.4437970, 0.0000961, 0.1779102
179101, 0.3611297, -0.0663264, 0.4274561, 0.0000945, 0.1707026
179201, 0.3453306, -0.0658957, 0.4112263, 0.0000928, 0.1635952
179301, 0.3296240, -0.0654874, 0.3951115, 0.0000912, 0.1565881
179401, 0.3140125, -0.0651011, 0.3791135, 0.0000896, 0.1496810
179501, 0.2984989, -0.0647360, 0.3632349, 0.0000880, 0.1428736
179601, 0.2830863, -0.0643916, 0.3474778, 0.0000864, 0.1361657
179701, 0.2677767, -0.0640673, 0.3318439, 0.0000848, 0.1295566
179801, 0.2525723, -0.0637624, 0.3163347, 0.0000833, 0.1230459
179901, 0.2374747, -0.0634765, 0.3009512, 0.0000818, 0.1166327
180001, 0.2224850, -0.0632088, 0.2856939, 0.0000803, 0.1103162
180101, 0.2076054, -0.0629590, 0.2705644, 0.0000787, 0.1040958
180201, 0.1928363, -0.0627262, 0.2555626, 0.0000773, 0.0979704
180301, 0.1781791, -0.0625102, 0.2406893, 0.0000759, 0.0919392
180401, 0.1636340, -0.0623102, 0.2259441, 0.0000744, 0.0860009
180501, 0.1492017, -0.0621257, 0.2113274, 0.0000731, 0.0801546
180601, 0.1348828, -0.0619563, 0.1968391, 0.0000717, 0.0743991
180701, 0.1206773, -0.0618014, 0.1824787, 0.0000704, 0.0687333
180801, 0.1065854, -0.0616604, 0.1682459, 0.0000691, 0.0631560
180901, 0.0926073, -0.0615331, 0.1541403, 0.0000678, 0.0576660
181001, 0.0787429, -0.0614187, 0.1401616, 0.0000666, 0.0522621
181101, 0.0649920, -0.0613169, 0.1263090, 0.0000654, 0.0469429
181201, 0.0513548, -0.0612273, 0.1125821, 0.0000642, 0.0417074
181301, 0.0378309, -0.0611494, 0.0989803, 0.0000630, 0.0365541
181401, 0.0244204, -0.0610827, 0.0855031, 0.0000619, 0.0314818
181501, 0.0111236, -0.0610269, 0.0721505, 0.0000608, 0.0264894
181601, -0.0020592, -0.0609816, 0.0589225, 0.0000597, 0.0215755
181701, -0.0151271, -0.0609465, 0.0458194, 0.0000586, 0.0167390
181801, -0.0280782, -0.0609212, 0.0328431, 0.0000576, 0.0119788
181901, -0.0409084, -0.0609057, 0.0199973, 0.0000565, 0.0072939
182001, -0.0536082, -0.0608998, 0.0072916, 0.0000555, 0.0026836
182101, -0.0661488, -0.0609046, -0.0052442, 0.0000543, 0.0018516
182201, -0.0784409, -0.0609226, -0.0175182, 0.0000530, 0.0063094
182301, -0.0904071, -0.0609544, -0.0294527, 0.0000521, 0.0106896
182401, -0.1020784, -0.0609957, -0.0410828, 0.0000513, 0.0149996
182501, -0.1134817, -0.0610444, -0.0524373, 0.0000507, 0.0192448
182601, -0.1246301, -0.0611000, -0.0635300, 0.0000500, 0.0234278
182701, -0.1355316, -0.0611623, -0.0743693, 0.0000493, 0.0275503
182801, -0.1461925, -0.0612310, -0.0849615, 0.0000487, 0.0316135
182901, -0.1566181, -0.0613057, -0.0953124, 0.0000481, 0.0356183
183001, -0.1668139, -0.0613864, -0.1054274, 0.0000475, 0.0395660
183101, -0.1767847, -0.0614729, -0.1153118, 0.0000470, 0.0434576
183201, -0.1865353, -0.0615648, -0.1249705, 0.0000464, 0.0472942
183301, -0.1960703, -0.0616620, -0.1344082, 0.0000459, 0.0510769
183401, -0.2053940, -0.0617642, -0.1436298, 0.0000454, 0.0548067
183501, -0.2145111, -0.0618713, -0.1526398, 0.0000449, 0.0584846
183601, -0.2234255, -0.0619830, -0.1614425, 0.0000445, 0.0621117
183701, -0.2321419, -0.0620991, -0.1700428, 0.0000440, 0.0656891
183801, -0.2406637, -0.0622195, -0.1784442, 0.0000436, 0.0692176
183901, -0.2489949, -0.0623439, -0.1866509, 0.0000432, 0.0726982
184001, -0.2571395, -0.0624722, -0.1946673, 0.0000428, 0.0761320
184101, -0.2651013, -0.0626042, -0.2024971, 0.0000424, 0.0795198
184201, -0.2728838, -0.0627397, -0.2101441, 0.0000421, 0.0828626
184301, -0.2804907, -0.0628787, -0.2176120, 0.0000418, 0.0861612
184401, -0.2879252, -0.0630208, -0.2249044, 0.0000414, 0.0894166
184501, -0.2951907, -0.0631660, -0.2320247, 0.0000411, 0.0926295
184601, -0.3022907, -0.0633141, -0.2389765, 0.0000408, 0.0958008
184701, -0.3092281, -0.0634650, -0.2457631, 0.0000405, 0.0989313
184801, -0.3160064, -0.0636186, -0.2523877, 0.0000402, 0.1020219
184901, -0.3226283, -0.0637747, -0.2588536, 0.0000400, 0.1050733
185001, -0.3290969, -0.0639332, -0.2651637, 0.0000397, 0.1080862
185101, -0.3354151, -0.0640940, -0.2713211, 0.0000394, 0.1110615
185201, -0.3415860, -0.0642569, -0.2773291, 0.0000392, 0.1139999
185301, -0.3476123, -0.0644220, -0.2831904, 0.0000389, 0.1169022
185401, -0.3534961, -0.0645889, -0.2889072, 0.0000388, 0.1197687
185501, -0.3592413, -0.0647578, -0.2944835, 0.0000385, 0.1226008
185601, -0.3648492, -0.0649284, -0.2999209, 0.0000383, 0.1253985
185701, -0.3703232, -0.0651006, -0.3052225, 0.0000381, 0.1281628
185801, -0.3756654, -0.0652745, -0.3103909, 0.0000380, 0.1308943
185901, -0.3808782, -0.0654498, -0.3154283, 0.0000378, 0.1335936
186001, -0.3859641, -0.0656266, -0.3203375, 0.0000376, 0.1362613
186101, -0.3909251, -0.0658046, -0.3251205, 0.0000374, 0.1388980
186201, -0.3957642, -0.0659840, -0.3297802, 0.0000373, 0.1415045
186301, -0.4004829, -0.0661645, -0.3343184, 0.0000371, 0.1440811
186401, -0.4050834, -0.0663462, -0.3387372, 0.0000370, 0.1466285
186501, -0.4095684, -0.0665289, -0.3430395, 0.0000368, 0.1491473
186601, -0.4139396, -0.0667126, -0.3472270, 0.0000367, 0.1516381
186701, -0.4181986, -0.0668972, -0.3513014, 0.0000365, 0.1541012
186801, -0.4223481, -0.0670827, -0.3552654, 0.0000364, 0.1565373
186901, -0.4263898, -0.0672690, -0.3591208, 0.0000362, 0.1589469
187001, -0.4303253, -0.0674561, -0.3628692, 0.0000361, 0.1613305
187101, -0.4341566, -0.0676439, -0.3665127, 0.0000360, 0.1636885
187201, -0.4378857, -0.0678323, -0.3700534, 0.0000359, 0.1660216
187301, -0.4415143, -0.0680214, -0.3734930, 0.0000358, 0.1683301
187401, -0.4450438, -0.0682110, -0.3768328, 0.0000357, 0.1706145
187501, -0.4484764, -0.0684012, -0.3800752, 0.0000356, 0.1728753
187601, -0.4518140, -0.0685919, -0.3832221, 0.0000354, 0.1751131
187701, -0.4550573, -0.0687830, -0.3862743, 0.0000353, 0.1773280
187801, -0.4582088, -0.0689746, -0.3892342, 0.0000353, 0.1795208
187901, -0.4612691, -0.0691665, -0.3921026, 0.0000351, 0.1816916
188001, -0.4642406, -0.0693588, -0.3948817, 0.0000351, 0.1838410
188101, -0.4671245, -0.0695515, -0.3975730, 0.0000350, 0.1859694
188201, -0.4699222, -0.0697444, -0.4001778, 0.0000349, 0.1880772
188301, -0.4726348, -0.0699375, -0.4026973, 0.0000348, 0.1901646
188401, -0.4752640, -0.0701309, -0.4051331, 0.0000348, 0.1922321
188501, -0.4778121, -0.0703246, -0.4074876, 0.0000347, 0.1942805
188601, -0.4802792, -0.0705184, -0.4097608, 0.0000346, 0.1963097
188701, -0.4826673, -0.0707124, -0.4119548, 0.0000346, 0.1983203
188801, -0.4849774, -0.0709066, -0.4140708, 0.0000345, 0.2003125
188901, -0.4872101, -0.0711008, -0.4161093, 0.0000345, 0.2022865
189001, -0.4893681, -0.0712952, -0.4180729, 0.0000344, 0.2042432
189101, -0.4914514, -0.0714897, -0.4199617, 0.0000343, 0.2061823
189201, -0.4934619, -0.0716842, -0.4217777, 0.0000343, 0.2081047
189301, -0.4954009, -0.0718788, -0.4235220, 0.0000342, 0.2100106
189401, -0.4972687, -0.0720735, -0.4251952, 0.0000342, 0.2119000
189501, -0.4990675, -0.0722682, -0.4267993, 0.0000341, 0.2137737
189601, -0.5007969, -0.0724629, -0.4283340, 0.0000341, 0.2156314
189701, -0.5024597, -0.0726576, -0.4298020, 0.0000340, 0.2174742
189801, -0.5040559, -0.0728523, -0.4312036, 0.0000340, 0.2193018
189901, -0.5055869, -0.0730471, -0.4325399, 0.0000340, 0.2211148
190001, -0.5070537, -0.0732418, -0.4338119, 0.0000339, 0.2229134
190101, -0.5084572, -0.0734365, -0.4350208, 0.0000339, 0.2246979
190201, -0.5097986, -0.0736311, -0.4361675, 0.0000339, 0.2264687
190301, -0.5110788, -0.0738257, -0.4372531, 0.0000339, 0.2282261
190401, -0.5122987, -0.0740203, -0.4382784, 0.0000338, 0.2299703
190501, -0.5134589, -0.0742148, -0.4392440, 0.0000338, 0.2317014
190601, -0.5145609, -0.0744094, -0.4401516, 0.0000338, 0.2334200
190701, -0.5156053, -0.0746038, -0.4410015, 0.0000337, 0.2351263
190801, -0.5165929, -0.0747982, -0.4417947, 0.0000337, 0.2368204
190901, -0.5175245, -0.0749925, -0.4425320, 0.0000337, 0.2385027
191001, -0.5184014, -0.0751868, -0.4432146, 0.0000337, 0.2401735
191101, -0.5192243, -0.0753810, -0.4438433, 0.0000337, 0.2418332
191201, -0.5199938, -0.0755752, -0.4444186, 0.0000337, 0.2434818
191301, -0.5207108, -0.0757694, -0.4449414, 0.0000337, 0.2451196
191401, -0.5213762, -0.0759635, -0.4454127, 0.0000337, 0.2467471
191501, -0.5219911, -0.0761576, -0.4458335, 0.0000337, 0.2483645
191601, -0.5225552, -0.0763516, -0.4462036, 0.0000337, 0.2499717
191701, -0.5230702, -0.0765456, -0.4465246, 0.0000337, 0.2515693
191801, -0.5235363, -0.0767395, -0.4467968, 0.0000337, 0.2531574
191901, -0.5239552, -0.0769335, -0.4470217, 0.0000337, 0.2547366
192001, -0.5243269, -0.0771275, -0.4471994, 0.0000337, 0.2563069
192101, -0.5246518, -0.0773214, -0.4473304, 0.0000338, 0.2578683
192201, -0.5249311, -0.0775154, -0.4474157, 0.0000338, 0.2594214
192301, -0.5251657, -0.0777094, -0.4474563, 0.0000338, 0.2609664
192401, -0.5253558, -0.0779034, -0.4474524, 0.0000338, 0.2625035
192501, -0.5255018, -0.0780975, -0.4474043, 0.0000339, 0.2640328
192601, -0.5256051, -0.0782916, -0.4473136, 0.0000339, 0.2655548
192701, -0.5256660, -0.0784857, -0.4471803, 0.0000339, 0.2670696
192801, -0.5256856, -0.0786800, -0.4470056, 0.0000339, 0.2685777
192901, -0.5256637, -0.0788743, -0.4467894, 0.0000339, 0.2700790
193001, -0.5256013, -0.0790688, -0.4465325, 0.0000341, 0.2715738
193101, -0.5254990, -0.0792633, -0.4462357, 0.0000341, 0.2730625
193201, -0.5253577, -0.0794580, -0.4458996, 0.0000341, 0.2745453
193301, -0.5251782, -0.0796529, -0.4455253, 0.0000342, 0.2760227
193401, -0.5249597, -0.0798479, -0.4451118, 0.0000343, 0.2774943
193501, -0.5247041, -0.0800431, -0.4446610, 0.0000343, 0.2789609
193601, -0.5244113, -0.0802385, -0.4441728, 0.0000343, 0.2804224
193701, -0.5240823, -0.0804341, -0.4436482, 0.0000344, 0.2818794
193801, -0.5237172, -0.0806299, -0.4430873, 0.0000345, 0.2833318
193901, -0.5233173, -0.0808260, -0.4424913, 0.0000345, 0.2847803
194001, -0.5228823, -0.0810224, -0.4418599, 0.0000346, 0.2862247
194101, -0.5224132, -0.0812191, -0.4411942, 0.0000348, 0.2876655
194201, -0.5219102, -0.0814161, -0.4404941, 0.0000348, 0.2891027
194301, -0.5213739, -0.0816134, -0.4397605, 0.0000349, 0.2905368
194401, -0.5208051, -0.0818111, -0.4389940, 0.0000350, 0.2919681
194501, -0.5202041, -0.0820093, -0.4381949, 0.0000351, 0.2933968
194601, -0.5195709, -0.0822077, -0.4373632, 0.0000352, 0.2948228
194701, -0.5189064, -0.0824066, -0.4364998, 0.0000353, 0.2962466
194801, -0.5182117, -0.0826061, -0.4356056, 0.0000354, 0.2976689
194901, -0.5174864, -0.0828060, -0.4346804, 0.0000355, 0.2990895
195001, -0.5167308, -0.0830064, -0.4337245, 0.0000356, 0.3005084
195101, -0.5159464, -0.0832074, -0.4327391, 0.0000357, 0.3019267
195201, -0.5151324, -0.0834089, -0.4317236, 0.0000359, 0.3033437
195301, -0.5142902, -0.0836110, -0.4306792, 0.0000360, 0.3047604
195401, -0.5134196, -0.0838137, -0.4296058, 0.0000361, 0.3061767
195501, -0.5125212, -0.0840171, -0.4285041, 0.0000362, 0.3075930
195601, -0.5115957, -0.0842212, -0.4273744, 0.0000364, 0.3090096
195701, -0.5106435, -0.0844261, -0.4262174, 0.0000366, 0.3104269
195801, -0.5096647, -0.0846317, -0.4250330, 0.0000367, 0.3118450
195901, -0.5086596, -0.0848381, -0.4238215, 0.0000368, 0.3132641
196001, -0.5076283, -0.0850453, -0.4225831, 0.0000371, 0.3146844
196101, -0.5065723, -0.0852533, -0.4213190, 0.0000372, 0.3161067
196201, -0.5054908, -0.0854622, -0.4200285, 0.0000374, 0.3175307
196301, -0.5043850, -0.0856721, -0.4187128, 0.0000375, 0.3189572
196401, -0.5032551, -0.0858830, -0.4173721, 0.0000377, 0.3203864
196501, -0.5021014, -0.0860949, -0.4160065, 0.0000379, 0.3218185
196601, -0.5009244, -0.0863079, -0.4146165, 0.0000381, 0.3232541
196701, -0.4997238, -0.0865219, -0.4132019, 0.0000384, 0.3246928
196801, -0.4985008, -0.0867371, -0.4117637, 0.0000386, 0.3261359
196901, -0.4972552, -0.0869535, -0.4103017, 0.0000387, 0.3275830
197001, -0.4959874, -0.0871711, -0.4088163, 0.0000390, 0.3290346
197101, -0.4946982, -0.0873900, -0.4073082, 0.0000392, 0.3304914
197201, -0.4933872, -0.0876102, -0.4057770, 0.0000394, 0.3319533
197301, -0.4920555, -0.0878318, -0.4042236, 0.0000397, 0.3334211
197401, -0.4907027, -0.0880549, -0.4026479, 0.0000399, 0.3348948
197501, -0.4893297, -0.0882794, -0.4010503, 0.0000402, 0.3363749
197601, -0.4879368, -0.0885055, -0.3994312, 0.0000405, 0.3378621
197701, -0.4865240, -0.0887332, -0.3977908, 0.0000408, 0.3393564
197801, -0.4850919, -0.0889626, -0.3961293, 0.0000410, 0.3408586
197901, -0.4836403, -0.0891937, -0.3944467, 0.0000413, 0.3423685
198001, -0.4821701, -0.0894266, -0.3927436, 0.0000416, 0.3438870
198101, -0.4806816, -0.0896613, -0.3910202, 0.0000419, 0.3454146
198201, -0.4791747, -0.0898980, -0.3892767, 0.0000423, 0.3469516
198301, -0.4776497, -0.0901367, -0.3875131, 0.0000426, 0.3484983
198401, -0.4761073, -0.0903774, -0.3857299, 0.0000429, 0.3500555
198501, -0.4745476, -0.0906203, -0.3839273, 0.0000432, 0.3516235
198601, -0.4729711, -0.0908654, -0.3821057, 0.0000436, 0.3532030
198701, -0.4713780, -0.0911128, -0.3802651, 0.0000440, 0.3547946
198801, -0.4697683, -0.0913627, -0.3784056, 0.0000444, 0.3563984
198901, -0.4681425, -0.0916149, -0.3765276, 0.0000448, 0.3580152
199001, -0.4665014, -0.0918699, -0.3746315, 0.0000452, 0.3596461
199101, -0.4648447, -0.0921274, -0.3727172, 0.0000456, 0.3612909
199201, -0.4631727, -0.0923878, -0.3707850, 0.0000461, 0.3629506
199301, -0.4614860, -0.0926510, -0.3688350, 0.0000465, 0.3646259
199401, -0.4597848, -0.0929172, -0.3668676, 0.0000470, 0.3663174
199501, -0.4580696, -0.0931865, -0.3648831, 0.0000475, 0.3680258
199601, -0.4563406, -0.0934591, -0.3628815, 0.0000480, 0.3697520
199701, -0.4545979, -0.0937350, -0.3608629, 0.0000484, 0.3714965
199801, -0.4528420, -0.0940144, -0.3588276, 0.0000490, 0.3732601
199901, -0.4510733, -0.0942974, -0.3567760, 0.0000495, 0.3750439
200001, -0.4492921, -0.0945841, -0.3547080, 0.0000501, 0.3768484
200101, -0.4474986, -0.0948748, -0.3526238, 0.0000507, 0.3786747
200201, -0.4456933, -0.0951695, -0.3505238, 0.0000513, 0.3805237
200301, -0.4438766, -0.0954684, -0.3484081, 0.0000519, 0.3823963
200401, -0.4420487, -0.0957718, -0.3462769, 0.0000525, 0.3842937
200501, -0.4402100, -0.0960797, -0.3441304, 0.0000532, 0.3862167
200601, -0.4383611, -0.0963924, -0.3419687, 0.0000539, 0.3881666
200701, -0.4365020, -0.0967100, -0.3397920, 0.0000546, 0.3901444
200801, -0.4346335, -0.0970329, -0.3376007, 0.0000553, 0.3921515
200901, -0.4327558, -0.0973611, -0.3353947, 0.0000561, 0.3941890
201001, -0.4308693, -0.0976950, -0.3331744, 0.0000569, 0.3962584
201101, -0.4289747, -0.0980348, -0.3309399, 0.0000577, 0.3983610
201201, -0.4270722, -0.0983807, -0.3286915, 0.0000586, 0.4004983
201301, -0.4251626, -0.0987331, -0.3264295, 0.0000594, 0.4026721
201401, -0.4232463, -0.0990922, -0.3241541, 0.0000604, 0.4048840
201501, -0.4213242, -0.0994585, -0.3218656, 0.0000613, 0.4071359
201601, -0.4193969, -0.0998324, -0.3195646, 0.0000624, 0.4094299
201701, -0.4174657, -0.1002141, -0.3172516, 0.0000635, 0.4117686
201801, -0.4155316, -0.1006044, -0.3149271, 0.0000646, 0.4141545
201901, -0.4135962, -0.1010038, -0.3125924, 0.0000658, 0.4165910
202001, -0.4116615, -0.1014130, -0.3102485, 0.0000671, 0.4190816
202101, -0.4097301, -0.1018330, -0.3078971, 0.0000685, 0.4216311
202201, -0.4078053, -0.1022647, -0.3055406, 0.0000700, 0.4242450
202301, -0.4058903, -0.1027094, -0.3031808, 0.0000717, 0.4269291
202401, -0.4039896, -0.1031686, -0.3008210, 0.0000735, 0.4296908
202501, -0.4021080, -0.1036436, -0.2984644, 0.0000755, 0.4325383
202601, -0.4002478, -0.1041358, -0.2961120, 0.0000776, 0.4354773
202701, -0.3984122, -0.1046462, -0.2937659, 0.0000799, 0.4385148
202801, -0.3965989, -0.1051751, -0.2914237, 0.0000821, 0.4416519
202901, -0.3948037, -0.1057222, -0.2890815, 0.0000844, 0.4448873
203001, -0.3930188, -0.1062862, -0.2867326, 0.0000863, 0.4482152
203101, -0.3912373, -0.1068662, -0.2843711, 0.0000882, 0.4516305
203201, -0.3894507, -0.1074609, -0.2819898, 0.0000899, 0.4551259
203301, -0.3876537, -0.1080697, -0.2795841, 0.0000915, 0.4586974
203401, -0.3858433, -0.1086924, -0.2771509, 0.0000931, 0.4623441
203501, -0.3840191, -0.1093296, -0.2746895, 0.0000947, 0.4660682
203601, -0.3821830, -0.1099824, -0.2722006, 0.0000966, 0.4698750
203701, -0.3803354, -0.1106516, -0.2696838, 0.0000984, 0.4737684
203801, -0.3784790, -0.1113385, -0.2671405, 0.0001005, 0.4777554
203901, -0.3766157, -0.1120447, -0.2645711, 0.0001026, 0.4818422
204001, -0.3747472, -0.1127712, -0.2619759, 0.0001049, 0.4860351
204101, -0.3728743, -0.1135194, -0.2593549, 0.0001072, 0.4903400
204201, -0.3709921, -0.1142892, -0.2567029, 0.0001094, 0.4947540
204301, -0.3690934, -0.1150798, -0.2540136, 0.0001113, 0.4992708
204401, -0.3671717, -0.1158906, -0.2512811, 0.0001130, 0.5038848
204501, -0.3652172, -0.1167201, -0.2484971, 0.0001144, 0.5085850
204601, -0.3632187, -0.1175664, -0.2456524, 0.0001154, 0.5133573
204701, -0.3611638, -0.1184269, -0.2427370, 0.0001159, 0.5181850
204801, -0.3590388, -0.1192985, -0.2397403, 0.0001159, 0.5230482
204901, -0.3568313, -0.1201784, -0.2366529, 0.0001154, 0.5279280
205001, -0.3545300, -0.1210635, -0.2334664, 0.0001145, 0.5328057
205101, -0.3521269, -0.1219517, -0.2301752, 0.0001134, 0.5376677
205201, -0.3496178, -0.1228415, -0.2267762, 0.0001121, 0.5425052
205301, -0.3470004, -0.1237322, -0.2232682, 0.0001108, 0.5473131
205401, -0.3442749, -0.1246235, -0.2196514, 0.0001095, 0.5520896
205501, -0.3414426, -0.1255156, -0.2159270, 0.0001082, 0.5568351
205601, -0.3385050, -0.1264088, -0.2120962, 0.0001068, 0.5615505
205701, -0.3354644, -0.1273036, -0.2081608, 0.0001056, 0.5662380
205801, -0.3323227, -0.1282004, -0.2041223, 0.0001045, 0.5708998
205901, -0.3290819, -0.1290997, -0.1999822, 0.0001034, 0.5755376
206001, -0.3257433, -0.1300017, -0.1957416, 0.0001023, 0.5801529
206101, -0.3223085, -0.1309068, -0.1914016, 0.0001013, 0.5847471
206201, -0.3187785, -0.1318152, -0.1869633, 0.0001003, 0.5893210
206301, -0.3151543, -0.1327270, -0.1824273, 0.0000993, 0.5938754
206401, -0.3114366, -0.1336422, -0.1777943, 0.0000984, 0.5984103
206501, -0.3076258, -0.1345609, -0.1730649, 0.0000974, 0.6029256
206601, -0.3037223, -0.1354829, -0.1682394, 0.0000965, 0.6074208
206701, -0.2997264, -0.1364080, -0.1633184, 0.0000955, 0.6118950
206801, -0.2956382, -0.1373361, -0.1583021, 0.0000946, 0.6163474
206901, -0.2914578, -0.1382668, -0.1531911, 0.0000937, 0.6207768
207001, -0.2871855, -0.1391999, -0.1479856, 0.0000927, 0.6251821
207101, -0.2828213, -0.1401351, -0.1426863, 0.0000917, 0.6295619
207201, -0.2783655, -0.1410721, -0.1372934, 0.0000908, 0.6339149
207301, -0.2738183, -0.1420105, -0.1318077, 0.0000898, 0.6382398
207401, -0.2691799, -0.1429501, -0.1262297, 0.0000889, 0.6425352
207501, -0.2644506, -0.1438905, -0.1205601, 0.0000879, 0.6467999
207601, -0.2596308, -0.1448313, -0.1147995, 0.0000869, 0.6510321
207701, -0.2547206, -0.1457720, -0.1089486, 0.0000859, 0.6552302
207801, -0.2497206, -0.1467124, -0.1030082, 0.0000849, 0.6593928
207901, -0.2446311, -0.1476518, -0.0969793, 0.0000839, 0.6635183
208001, -0.2394526, -0.1485899, -0.0908627, 0.0000829, 0.6676049
208101, -0.2341857, -0.1495263, -0.0846594, 0.0000819, 0.6716512
208201, -0.2288311, -0.1504607, -0.0783705, 0.0000809, 0.6756558
208301, -0.2233896, -0.1513925, -0.0719971, 0.0000799, 0.6796174
208401, -0.2178620, -0.1523216, -0.0655404, 0.0000789, 0.6835347
208501, -0.2122491, -0.1532474, -0.0590016, 0.0000779, 0.6874064
208601, -0.2065518, -0.1541697, -0.0523821, 0.0000769, 0.6912311
208701, -0.2007710, -0.1550879, -0.0456832, 0.0000759, 0.6950074
208801, -0.1949077, -0.1560015, -0.0389062, 0.0000749, 0.6987337
208901, -0.1889627, -0.1569102, -0.0320526, 0.0000739, 0.7024086
209001, -0.1829371, -0.1578132, -0.0251239, 0.0000729, 0.7060301
209101, -0.1768317, -0.1587101, -0.0181217, 0.0000718, 0.7095967
209201, -0.1706477, -0.1596001, -0.0110476, 0.0000708, 0.7131065
209301, -0.1643861, -0.1604828, -0.0039033, 0.0000698, 0.7165575
209401, -0.1580480, -0.1613572, 0.0033092, 0.0000688, 0.7199477
209501, -0.1516345, -0.1622228, 0.0105883, 0.0000678, 0.7232751
